"Row_no" "Date" "Detrended_demand_GWh"
"1011" "1977-10-07" "792"
"1012" "1977-10-08" "788"
"1013" "1977-10-09" "788"
"1014" "1977-10-10" "783"
"1015" "1977-10-11" "816"
"1016" "1977-10-12" "807"
"1017" "1977-10-13" "807"
"1018" "1977-10-14" "794"
"1019" "1977-10-15" "791"
"1020" "1977-10-16" "791"
"1021" "1977-10-17" "788"
"1022" "1977-10-18" "806"
"1023" "1977-10-19" "802"
"1024" "1977-10-20" "803"
"1025" "1977-10-21" "788"
"1026" "1977-10-22" "787"
"1027" "1977-10-23" "786"
"1028" "1977-10-24" "785"
"1029" "1977-10-25" "792"
"1030" "1977-10-26" "813"
"1031" "1977-10-27" "811"
"1032" "1977-10-28" "801"
"1033" "1977-10-29" "796"
"1034" "1977-10-30" "796"
"1035" "1977-10-31" "791"
"1036" "1977-11-01" "815"
"1037" "1977-11-02" "807"
"1038" "1977-11-03" "817"
"1039" "1977-11-04" "791"
"1040" "1977-11-05" "798"
"1041" "1977-11-06" "798"
"1042" "1977-11-07" "806"
"1043" "1977-11-08" "838"
"1044" "1977-11-09" "843"
"1045" "1977-11-10" "820"
"1046" "1977-11-11" "819"
"1047" "1977-11-12" "850"
"1048" "1977-11-13" "850"
"1049" "1977-11-14" "881"
"1050" "1977-11-15" "918"
"1051" "1977-11-16" "918"
"1052" "1977-11-17" "936"
"1053" "1977-11-18" "933"
"1054" "1977-11-19" "943"
"1055" "1977-11-20" "943"
"1056" "1977-11-21" "953"
"1057" "1977-11-22" "961"
"1058" "1977-11-23" "962"
"1059" "1977-11-24" "965"
"1060" "1977-11-25" "960"
"1061" "1977-11-26" "964"
"1062" "1977-11-27" "964"
"1063" "1977-11-28" "969"
"1064" "1977-11-29" "992"
"1065" "1977-11-30" "1005"
"1066" "1977-12-01" "986"
"1067" "1977-12-02" "980"
"1068" "1977-12-03" "986"
"1069" "1977-12-04" "986"
"1070" "1977-12-05" "992"
"1071" "1977-12-06" "1014"
"1072" "1977-12-07" "1013"
"1073" "1977-12-08" "969"
"1074" "1977-12-09" "932"
"1075" "1977-12-10" "923"
"1076" "1977-12-11" "923"
"1077" "1977-12-12" "914"
"1078" "1977-12-13" "937"
"1079" "1977-12-14" "935"
"1080" "1977-12-15" "939"
"1081" "1977-12-16" "942"
"1082" "1977-12-17" "935"
"1083" "1977-12-18" "935"
"1084" "1977-12-19" "927"
"1085" "1977-12-20" "961"
"1086" "1977-12-21" "973"
"1087" "1977-12-22" "921"
"1088" "1977-12-23" "923"
"1089" "1977-12-24" "925"
"1090" "1977-12-25" "927"
"1091" "1977-12-26" "929"
"1092" "1977-12-27" "931"
"1093" "1977-12-28" "933"
"1094" "1977-12-29" "935"
"1095" "1977-12-30" "937"
"1096" "1977-12-31" "939"
"1097" "1978-01-01" "941"
"1098" "1978-01-02" "943"
"1099" "1978-01-03" "945"
"1100" "1978-01-04" "946"
"1101" "1978-01-05" "948"
"1102" "1978-01-06" "950"
"1103" "1978-01-07" "948"
"1104" "1978-01-08" "948"
"1105" "1978-01-09" "945"
"1106" "1978-01-10" "997"
"1107" "1978-01-11" "1019"
"1108" "1978-01-12" "1040"
"1109" "1978-01-13" "1018"
"1110" "1978-01-14" "1002"
"1111" "1978-01-15" "1002"
"1112" "1978-01-16" "986"
"1113" "1978-01-17" "1010"
"1114" "1978-01-18" "1042"
"1115" "1978-01-19" "1046"
"1116" "1978-01-20" "1009"
"1117" "1978-01-21" "1007"
"1118" "1978-01-22" "1007"
"1119" "1978-01-23" "1005"
"1120" "1978-01-24" "990"
"1121" "1978-01-25" "995"
"1122" "1978-01-26" "1008"
"1123" "1978-01-27" "1006"
"1124" "1978-01-28" "998"
"1125" "1978-01-29" "997"
"1126" "1978-01-30" "989"
"1127" "1978-01-31" "1040"
"1128" "1978-02-01" "1012"
"1129" "1978-02-02" "1004"
"1130" "1978-02-03" "988"
"1131" "1978-02-04" "970"
"1132" "1978-02-05" "970"
"1133" "1978-02-06" "953"
"1134" "1978-02-07" "985"
"1135" "1978-02-08" "1012"
"1136" "1978-02-09" "1041"
"1137" "1978-02-10" "1043"
"1138" "1978-02-11" "1036"
"1139" "1978-02-12" "1035"
"1140" "1978-02-13" "1028"
"1141" "1978-02-14" "1041"
"1142" "1978-02-15" "1041"
"1143" "1978-02-16" "1031"
"1144" "1978-02-17" "1009"
"1145" "1978-02-18" "1026"
"1146" "1978-02-19" "1026"
"1147" "1978-02-20" "1043"
"1148" "1978-02-21" "1047"
"1149" "1978-02-22" "1000"
"1150" "1978-02-23" "968"
"1151" "1978-02-24" "910"
"1152" "1978-02-25" "900"
"1153" "1978-02-26" "900"
"1154" "1978-02-27" "890"
"1155" "1978-02-28" "913"
"1156" "1978-03-01" "919"
"1157" "1978-03-02" "925"
"1158" "1978-03-03" "892"
"1159" "1978-03-04" "891"
"1160" "1978-03-05" "891"
"1161" "1978-03-06" "889"
"1162" "1978-03-07" "905"
"1163" "1978-03-08" "903"
"1164" "1978-03-09" "902"
"1165" "1978-03-10" "857"
"1166" "1978-03-11" "866"
"1167" "1978-03-12" "866"
"1168" "1978-03-13" "875"
"1169" "1978-03-14" "906"
"1170" "1978-03-15" "909"
"1171" "1978-03-16" "932"
"1172" "1978-03-17" "930"
"1173" "1978-03-18" "920"
"1174" "1978-03-19" "920"
"1175" "1978-03-20" "913"
"1176" "1978-03-21" "906"
"1177" "1978-03-22" "898"
"1178" "1978-03-23" "891"
"1179" "1978-03-24" "884"
"1180" "1978-03-25" "876"
"1181" "1978-03-26" "869"
"1182" "1978-03-27" "862"
"1183" "1978-03-28" "854"
"1184" "1978-03-29" "847"
"1185" "1978-03-30" "840"
"1186" "1978-03-31" "861"
"1187" "1978-04-01" "858"
"1188" "1978-04-02" "858"
"1189" "1978-04-03" "861"
"1190" "1978-04-04" "894"
"1191" "1978-04-05" "881"
"1192" "1978-04-06" "870"
"1193" "1978-04-07" "862"
"1194" "1978-04-08" "874"
"1195" "1978-04-09" "875"
"1196" "1978-04-10" "887"
"1197" "1978-04-11" "919"
"1198" "1978-04-12" "920"
"1199" "1978-04-13" "935"
"1200" "1978-04-14" "905"
"1201" "1978-04-15" "867"
"1202" "1978-04-16" "867"
"1203" "1978-04-17" "830"
"1204" "1978-04-18" "890"
"1205" "1978-04-19" "862"
"1206" "1978-04-20" "850"
"1207" "1978-04-21" "849"
"1208" "1978-04-22" "823"
"1209" "1978-04-23" "823"
"1210" "1978-04-24" "797"
"1211" "1978-04-25" "850"
"1212" "1978-04-26" "887"
"1213" "1978-04-27" "877"
"1214" "1978-04-28" "867"
"1215" "1978-04-29" "857"
"1216" "1978-04-30" "847"
"1217" "1978-05-01" "837"
"1218" "1978-05-02" "827"
"1219" "1978-05-03" "817"
"1220" "1978-05-04" "808"
"1221" "1978-05-05" "822"
"1222" "1978-05-06" "811"
"1223" "1978-05-07" "812"
"1224" "1978-05-08" "801"
"1225" "1978-05-09" "782"
"1226" "1978-05-10" "769"
"1227" "1978-05-11" "782"
"1228" "1978-05-12" "791"
"1229" "1978-05-13" "787"
"1230" "1978-05-14" "787"
"1231" "1978-05-15" "783"
"1232" "1978-05-16" "785"
"1233" "1978-05-17" "778"
"1234" "1978-05-18" "780"
"1235" "1978-05-19" "768"
"1236" "1978-05-20" "760"
"1237" "1978-05-21" "761"
"1238" "1978-05-22" "752"
"1239" "1978-05-23" "756"
"1240" "1978-05-24" "782"
"1241" "1978-05-25" "764"
"1242" "1978-05-26" "746"
"1243" "1978-05-27" "728"
"1244" "1978-05-28" "710"
"1245" "1978-05-29" "692"
"1246" "1978-05-30" "674"
"1247" "1978-05-31" "656"
"1248" "1978-06-01" "638"
"1249" "1978-06-02" "633"
"1250" "1978-06-03" "664"
"1251" "1978-06-04" "665"
"1252" "1978-06-05" "696"
"1253" "1978-06-06" "722"
"1254" "1978-06-07" "750"
"1255" "1978-06-08" "739"
"1256" "1978-06-09" "732"
"1257" "1978-06-10" "732"
"1258" "1978-06-11" "732"
"1259" "1978-06-12" "732"
"1260" "1978-06-13" "769"
"1261" "1978-06-14" "772"
"1262" "1978-06-15" "785"
"1263" "1978-06-16" "765"
"1264" "1978-06-17" "739"
"1265" "1978-06-18" "739"
"1266" "1978-06-19" "714"
"1267" "1978-06-20" "728"
"1268" "1978-06-21" "750"
"1269" "1978-06-22" "758"
"1270" "1978-06-23" "757"
"1271" "1978-06-24" "757"
"1272" "1978-06-25" "757"
"1273" "1978-06-26" "757"
"1274" "1978-06-27" "770"
"1275" "1978-06-28" "759"
"1276" "1978-06-29" "761"
"1277" "1978-06-30" "743"
"1278" "1978-07-01" "743"
"1279" "1978-07-02" "743"
"1280" "1978-07-03" "743"
"1281" "1978-07-04" "772"
"1282" "1978-07-05" "792"
"1283" "1978-07-06" "783"
"1284" "1978-07-07" "759"
"1285" "1978-07-08" "745"
"1286" "1978-07-09" "745"
"1287" "1978-07-10" "732"
"1288" "1978-07-11" "749"
"1289" "1978-07-12" "749"
"1290" "1978-07-13" "740"
"1291" "1978-07-14" "726"
"1292" "1978-07-15" "719"
"1293" "1978-07-16" "719"
"1294" "1978-07-17" "712"
"1295" "1978-07-18" "735"
"1296" "1978-07-19" "748"
"1297" "1978-07-20" "752"
"1298" "1978-07-21" "712"
"1299" "1978-07-22" "690"
"1300" "1978-07-23" "690"
"1301" "1978-07-24" "669"
"1302" "1978-07-25" "672"
"1303" "1978-07-26" "683"
"1304" "1978-07-27" "676"
"1305" "1978-07-28" "655"
"1306" "1978-07-29" "662"
"1307" "1978-07-30" "662"
"1308" "1978-07-31" "669"
"1309" "1978-08-01" "667"
"1310" "1978-08-02" "671"
"1311" "1978-08-03" "668"
"1312" "1978-08-04" "656"
"1313" "1978-08-05" "672"
"1314" "1978-08-06" "671"
"1315" "1978-08-07" "687"
"1316" "1978-08-08" "716"
"1317" "1978-08-09" "714"
"1318" "1978-08-10" "707"
"1319" "1978-08-11" "692"
"1320" "1978-08-12" "702"
"1321" "1978-08-13" "702"
"1322" "1978-08-14" "712"
"1323" "1978-08-15" "732"
"1324" "1978-08-16" "737"
"1325" "1978-08-17" "733"
"1326" "1978-08-18" "718"
"1327" "1978-08-19" "718"
"1328" "1978-08-20" "718"
"1329" "1978-08-21" "717"
"1330" "1978-08-22" "744"
"1331" "1978-08-23" "746"
"1332" "1978-08-24" "749"
"1333" "1978-08-25" "753"
"1334" "1978-08-26" "757"
"1335" "1978-08-27" "761"
"1336" "1978-08-28" "765"
"1337" "1978-08-29" "769"
"1338" "1978-08-30" "773"
"1339" "1978-08-31" "776"
"1340" "1978-09-01" "760"
"1341" "1978-09-02" "750"
"1342" "1978-09-03" "749"
"1343" "1978-09-04" "739"
"1344" "1978-09-05" "777"
"1345" "1978-09-06" "773"
"1346" "1978-09-07" "763"
"1347" "1978-09-08" "752"
"1348" "1978-09-09" "746"
"1349" "1978-09-10" "746"
"1350" "1978-09-11" "740"
"1351" "1978-09-12" "756"
"1352" "1978-09-13" "759"
"1353" "1978-09-14" "759"
"1354" "1978-09-15" "752"
"1355" "1978-09-16" "745"
"1356" "1978-09-17" "745"
"1357" "1978-09-18" "739"
"1358" "1978-09-19" "759"
"1359" "1978-09-20" "760"
"1360" "1978-09-21" "753"
"1361" "1978-09-22" "743"
"1362" "1978-09-23" "738"
"1363" "1978-09-24" "738"
"1364" "1978-09-25" "733"
"1365" "1978-09-26" "763"
"1366" "1978-09-27" "773"
"1367" "1978-09-28" "799"
"1368" "1978-09-29" "785"
"1369" "1978-09-30" "792"
"1370" "1978-10-01" "791"
"1371" "1978-10-02" "798"
"1372" "1978-10-03" "823"
"1373" "1978-10-04" "828"
"1374" "1978-10-05" "825"
"1375" "1978-10-06" "792"
"1376" "1978-10-07" "786"
"1377" "1978-10-08" "786"
"1378" "1978-10-09" "780"
"1379" "1978-10-10" "795"
"1380" "1978-10-11" "777"
"1381" "1978-10-12" "771"
"1382" "1978-10-13" "783"
"1383" "1978-10-14" "797"
"1384" "1978-10-15" "797"
"1385" "1978-10-16" "812"
"1386" "1978-10-17" "853"
"1387" "1978-10-18" "863"
"1388" "1978-10-19" "861"
"1389" "1978-10-20" "835"
"1390" "1978-10-21" "823"
"1391" "1978-10-22" "822"
"1392" "1978-10-23" "810"
"1393" "1978-10-24" "828"
"1394" "1978-10-25" "821"
"1395" "1978-10-26" "823"
"1396" "1978-10-27" "808"
"1397" "1978-10-28" "816"
"1398" "1978-10-29" "816"
"1399" "1978-10-30" "823"
"1400" "1978-10-31" "840"
"1401" "1978-11-01" "841"
"1402" "1978-11-02" "833"
"1403" "1978-11-03" "828"
"1404" "1978-11-04" "831"
"1405" "1978-11-05" "831"
"1406" "1978-11-06" "834"
"1407" "1978-11-07" "851"
"1408" "1978-11-08" "840"
"1409" "1978-11-09" "853"
"1410" "1978-11-10" "852"
"1411" "1978-11-11" "860"
"1412" "1978-11-12" "860"
"1413" "1978-11-13" "867"
"1414" "1978-11-14" "887"
"1415" "1978-11-15" "882"
"1416" "1978-11-16" "892"
"1417" "1978-11-17" "876"
"1418" "1978-11-18" "878"
"1419" "1978-11-19" "878"
"1420" "1978-11-20" "879"
"1421" "1978-11-21" "897"
"1422" "1978-11-22" "883"
"1423" "1978-11-23" "880"
"1424" "1978-11-24" "887"
"1425" "1978-11-25" "940"
"1426" "1978-11-26" "939"
"1427" "1978-11-27" "992"
"1428" "1978-11-28" "1036"
"1429" "1978-11-29" "1039"
"1430" "1978-11-30" "1046"
"1431" "1978-12-01" "1059"
"1432" "1978-12-02" "1016"
"1433" "1978-12-03" "1016"
"1434" "1978-12-04" "973"
"1435" "1978-12-05" "1024"
"1436" "1978-12-06" "1034"
"1437" "1978-12-07" "1049"
"1438" "1978-12-08" "994"
"1439" "1978-12-09" "955"
"1440" "1978-12-10" "955"
"1441" "1978-12-11" "916"
"1442" "1978-12-12" "946"
"1443" "1978-12-13" "966"
"1444" "1978-12-14" "982"
"1445" "1978-12-15" "974"
"1446" "1978-12-16" "997"
"1447" "1978-12-17" "997"
"1448" "1978-12-18" "1020"
"1449" "1978-12-19" "1069"
"1450" "1978-12-20" "1086"
"1451" "1978-12-21" "1057"
"1452" "1978-12-22" "1062"
"1453" "1978-12-23" "1066"
"1454" "1978-12-24" "1070"
"1455" "1978-12-25" "1074"
"1456" "1978-12-26" "1078"
"1457" "1978-12-27" "1083"
"1458" "1978-12-28" "1087"
"1459" "1978-12-29" "1091"
"1460" "1978-12-30" "1095"
"1461" "1978-12-31" "1099"
"1462" "1979-01-01" "1103"
"1463" "1979-01-02" "1108"
"1464" "1979-01-03" "1112"
"1465" "1979-01-04" "1116"
"1466" "1979-01-05" "1120"
"1467" "1979-01-06" "1056"
"1468" "1979-01-07" "1056"
"1469" "1979-01-08" "993"
"1470" "1979-01-09" "1018"
"1471" "1979-01-10" "1044"
"1472" "1979-01-11" "1053"
"1473" "1979-01-12" "1038"
"1474" "1979-01-13" "1025"
"1475" "1979-01-14" "1025"
"1476" "1979-01-15" "1012"
"1477" "1979-01-16" "1004"
"1478" "1979-01-17" "1054"
"1479" "1979-01-18" "1079"
"1480" "1979-01-19" "1096"
"1481" "1979-01-20" "1073"
"1482" "1979-01-21" "1073"
"1483" "1979-01-22" "1050"
"1484" "1979-01-23" "1066"
"1485" "1979-01-24" "1062"
"1486" "1979-01-25" "1047"
"1487" "1979-01-26" "1036"
"1488" "1979-01-27" "1033"
"1489" "1979-01-28" "1033"
"1490" "1979-01-29" "1030"
"1491" "1979-01-30" "1041"
"1492" "1979-01-31" "1034"
"1493" "1979-02-01" "1035"
"1494" "1979-02-02" "1018"
"1495" "1979-02-03" "1014"
"1496" "1979-02-04" "1014"
"1497" "1979-02-05" "1010"
"1498" "1979-02-06" "1054"
"1499" "1979-02-07" "1059"
"1500" "1979-02-08" "1052"
"1501" "1979-02-09" "1052"
"1502" "1979-02-10" "1053"
"1503" "1979-02-11" "1053"
"1504" "1979-02-12" "1053"
"1505" "1979-02-13" "1056"
"1506" "1979-02-14" "1095"
"1507" "1979-02-15" "1133"
"1508" "1979-02-16" "1104"
"1509" "1979-02-17" "1078"
"1510" "1979-02-18" "1077"
"1511" "1979-02-19" "1051"
"1512" "1979-02-20" "1058"
"1513" "1979-02-21" "1058"
"1514" "1979-02-22" "1026"
"1515" "1979-02-23" "997"
"1516" "1979-02-24" "996"
"1517" "1979-02-25" "996"
"1518" "1979-02-26" "994"
"1519" "1979-02-27" "1008"
"1520" "1979-02-28" "1008"
"1521" "1979-03-01" "1002"
"1522" "1979-03-02" "969"
"1523" "1979-03-03" "951"
"1524" "1979-03-04" "950"
"1525" "1979-03-05" "932"
"1526" "1979-03-06" "974"
"1527" "1979-03-07" "969"
"1528" "1979-03-08" "973"
"1529" "1979-03-09" "968"
"1530" "1979-03-10" "947"
"1531" "1979-03-11" "947"
"1532" "1979-03-12" "927"
"1533" "1979-03-13" "967"
"1534" "1979-03-14" "996"
"1535" "1979-03-15" "1029"
"1536" "1979-03-16" "1040"
"1537" "1979-03-17" "1011"
"1538" "1979-03-18" "1011"
"1539" "1979-03-19" "981"
"1540" "1979-03-20" "975"
"1541" "1979-03-21" "977"
"1542" "1979-03-22" "985"
"1543" "1979-03-23" "945"
"1544" "1979-03-24" "944"
"1545" "1979-03-25" "945"
"1546" "1979-03-26" "944"
"1547" "1979-03-27" "957"
"1548" "1979-03-28" "980"
"1549" "1979-03-29" "994"
"1550" "1979-03-30" "963"
"1551" "1979-03-31" "941"
"1552" "1979-04-01" "939"
"1553" "1979-04-02" "917"
"1554" "1979-04-03" "941"
"1555" "1979-04-04" "948"
"1556" "1979-04-05" "942"
"1557" "1979-04-06" "948"
"1558" "1979-04-07" "938"
"1559" "1979-04-08" "938"
"1560" "1979-04-09" "929"
"1561" "1979-04-10" "920"
"1562" "1979-04-11" "911"
"1563" "1979-04-12" "901"
"1564" "1979-04-13" "892"
"1565" "1979-04-14" "883"
"1566" "1979-04-15" "874"
"1567" "1979-04-16" "865"
"1568" "1979-04-17" "856"
"1569" "1979-04-18" "847"
"1570" "1979-04-19" "837"
"1571" "1979-04-20" "827"
"1572" "1979-04-21" "832"
"1573" "1979-04-22" "833"
"1574" "1979-04-23" "838"
"1575" "1979-04-24" "864"
"1576" "1979-04-25" "879"
"1577" "1979-04-26" "872"
"1578" "1979-04-27" "850"
"1579" "1979-04-28" "849"
"1580" "1979-04-29" "850"
"1581" "1979-04-30" "849"
"1582" "1979-05-01" "904"
"1583" "1979-05-02" "915"
"1584" "1979-05-03" "909"
"1585" "1979-05-04" "903"
"1586" "1979-05-05" "897"
"1587" "1979-05-06" "892"
"1588" "1979-05-07" "886"
"1589" "1979-05-08" "880"
"1590" "1979-05-09" "874"
"1591" "1979-05-10" "868"
"1592" "1979-05-11" "837"
"1593" "1979-05-12" "790"
"1594" "1979-05-13" "791"
"1595" "1979-05-14" "744"
"1596" "1979-05-15" "754"
"1597" "1979-05-16" "775"
"1598" "1979-05-17" "800"
"1599" "1979-05-18" "791"
"1600" "1979-05-19" "794"
"1601" "1979-05-20" "795"
"1602" "1979-05-21" "798"
"1603" "1979-05-22" "811"
"1604" "1979-05-23" "823"
"1605" "1979-05-24" "808"
"1606" "1979-05-25" "794"
"1607" "1979-05-26" "780"
"1608" "1979-05-27" "766"
"1609" "1979-05-28" "752"
"1610" "1979-05-29" "738"
"1611" "1979-05-30" "724"
"1612" "1979-05-31" "710"
"1613" "1979-06-01" "687"
"1614" "1979-06-02" "718"
"1615" "1979-06-03" "719"
"1616" "1979-06-04" "750"
"1617" "1979-06-05" "768"
"1618" "1979-06-06" "771"
"1619" "1979-06-07" "782"
"1620" "1979-06-08" "769"
"1621" "1979-06-09" "763"
"1622" "1979-06-10" "764"
"1623" "1979-06-11" "758"
"1624" "1979-06-12" "780"
"1625" "1979-06-13" "790"
"1626" "1979-06-14" "792"
"1627" "1979-06-15" "792"
"1628" "1979-06-16" "766"
"1629" "1979-06-17" "767"
"1630" "1979-06-18" "741"
"1631" "1979-06-19" "752"
"1632" "1979-06-20" "755"
"1633" "1979-06-21" "767"
"1634" "1979-06-22" "745"
"1635" "1979-06-23" "748"
"1636" "1979-06-24" "748"
"1637" "1979-06-25" "751"
"1638" "1979-06-26" "765"
"1639" "1979-06-27" "761"
"1640" "1979-06-28" "767"
"1641" "1979-06-29" "758"
"1642" "1979-06-30" "751"
"1643" "1979-07-01" "751"
"1644" "1979-07-02" "743"
"1645" "1979-07-03" "755"
"1646" "1979-07-04" "749"
"1647" "1979-07-05" "748"
"1648" "1979-07-06" "736"
"1649" "1979-07-07" "737"
"1650" "1979-07-08" "737"
"1651" "1979-07-09" "738"
"1652" "1979-07-10" "752"
"1653" "1979-07-11" "754"
"1654" "1979-07-12" "748"
"1655" "1979-07-13" "743"
"1656" "1979-07-14" "741"
"1657" "1979-07-15" "741"
"1658" "1979-07-16" "738"
"1659" "1979-07-17" "751"
"1660" "1979-07-18" "762"
"1661" "1979-07-19" "766"
"1662" "1979-07-20" "735"
"1663" "1979-07-21" "715"
"1664" "1979-07-22" "715"
"1665" "1979-07-23" "695"
"1666" "1979-07-24" "705"
"1667" "1979-07-25" "698"
"1668" "1979-07-26" "692"
"1669" "1979-07-27" "674"
"1670" "1979-07-28" "665"
"1671" "1979-07-29" "665"
"1672" "1979-07-30" "656"
"1673" "1979-07-31" "663"
"1674" "1979-08-01" "664"
"1675" "1979-08-02" "667"
"1676" "1979-08-03" "665"
"1677" "1979-08-04" "668"
"1678" "1979-08-05" "668"
"1679" "1979-08-06" "671"
"1680" "1979-08-07" "704"
"1681" "1979-08-08" "711"
"1682" "1979-08-09" "728"
"1683" "1979-08-10" "705"
"1684" "1979-08-11" "703"
"1685" "1979-08-12" "702"
"1686" "1979-08-13" "700"
"1687" "1979-08-14" "736"
"1688" "1979-08-15" "742"
"1689" "1979-08-16" "758"
"1690" "1979-08-17" "755"
"1691" "1979-08-18" "738"
"1692" "1979-08-19" "738"
"1693" "1979-08-20" "722"
"1694" "1979-08-21" "752"
"1695" "1979-08-22" "764"
"1696" "1979-08-23" "763"
"1697" "1979-08-24" "761"
"1698" "1979-08-25" "760"
"1699" "1979-08-26" "759"
"1700" "1979-08-27" "758"
"1701" "1979-08-28" "756"
"1702" "1979-08-29" "755"
"1703" "1979-08-30" "754"
"1704" "1979-08-31" "747"
"1705" "1979-09-01" "741"
"1706" "1979-09-02" "741"
"1707" "1979-09-03" "735"
"1708" "1979-09-04" "741"
"1709" "1979-09-05" "761"
"1710" "1979-09-06" "762"
"1711" "1979-09-07" "755"
"1712" "1979-09-08" "742"
"1713" "1979-09-09" "741"
"1714" "1979-09-10" "729"
"1715" "1979-09-11" "743"
"1716" "1979-09-12" "770"
"1717" "1979-09-13" "770"
"1718" "1979-09-14" "770"
"1719" "1979-09-15" "755"
"1720" "1979-09-16" "755"
"1721" "1979-09-17" "740"
"1722" "1979-09-18" "760"
"1723" "1979-09-19" "772"
"1724" "1979-09-20" "773"
"1725" "1979-09-21" "781"
"1726" "1979-09-22" "775"
"1727" "1979-09-23" "774"
"1728" "1979-09-24" "768"
"1729" "1979-09-25" "787"
"1730" "1979-09-26" "794"
"1731" "1979-09-27" "781"
"1732" "1979-09-28" "779"
"1733" "1979-09-29" "773"
"1734" "1979-09-30" "773"
"1735" "1979-10-01" "767"
"1736" "1979-10-02" "780"
"1737" "1979-10-03" "805"
"1738" "1979-10-04" "803"
"1739" "1979-10-05" "787"
"1740" "1979-10-06" "782"
"1741" "1979-10-07" "782"
"1742" "1979-10-08" "776"
"1743" "1979-10-09" "789"
"1744" "1979-10-10" "812"
"1745" "1979-10-11" "804"
"1746" "1979-10-12" "797"
"1747" "1979-10-13" "798"
"1748" "1979-10-14" "798"
"1749" "1979-10-15" "799"
"1750" "1979-10-16" "830"
"1751" "1979-10-17" "841"
"1752" "1979-10-18" "828"
"1753" "1979-10-19" "817"
"1754" "1979-10-20" "828"
"1755" "1979-10-21" "827"
"1756" "1979-10-22" "838"
"1757" "1979-10-23" "869"
"1758" "1979-10-24" "878"
"1759" "1979-10-25" "879"
"1760" "1979-10-26" "862"
"1761" "1979-10-27" "865"
"1762" "1979-10-28" "865"
"1763" "1979-10-29" "867"
"1764" "1979-10-30" "909"
"1765" "1979-10-31" "878"
"1766" "1979-11-01" "880"
"1767" "1979-11-02" "876"
"1768" "1979-11-03" "876"
"1769" "1979-11-04" "876"
"1770" "1979-11-05" "877"
"1771" "1979-11-06" "906"
"1772" "1979-11-07" "922"
"1773" "1979-11-08" "927"
"1774" "1979-11-09" "930"
"1775" "1979-11-10" "931"
"1776" "1979-11-11" "931"
"1777" "1979-11-12" "931"
"1778" "1979-11-13" "987"
"1779" "1979-11-14" "999"
"1780" "1979-11-15" "1004"
"1781" "1979-11-16" "984"
"1782" "1979-11-17" "965"
"1783" "1979-11-18" "965"
"1784" "1979-11-19" "947"
"1785" "1979-11-20" "991"
"1786" "1979-11-21" "1001"
"1787" "1979-11-22" "973"
"1788" "1979-11-23" "942"
"1789" "1979-11-24" "936"
"1790" "1979-11-25" "936"
"1791" "1979-11-26" "930"
"1792" "1979-11-27" "946"
"1793" "1979-11-28" "927"
"1794" "1979-11-29" "931"
"1795" "1979-11-30" "916"
"1796" "1979-12-01" "906"
"1797" "1979-12-02" "906"
"1798" "1979-12-03" "895"
"1799" "1979-12-04" "936"
"1800" "1979-12-05" "937"
"1801" "1979-12-06" "932"
"1802" "1979-12-07" "911"
"1803" "1979-12-08" "915"
"1804" "1979-12-09" "915"
"1805" "1979-12-10" "918"
"1806" "1979-12-11" "964"
"1807" "1979-12-12" "982"
"1808" "1979-12-13" "956"
"1809" "1979-12-14" "958"
"1810" "1979-12-15" "971"
"1811" "1979-12-16" "971"
"1812" "1979-12-17" "984"
"1813" "1979-12-18" "1012"
"1814" "1979-12-19" "1021"
"1815" "1979-12-20" "1024"
"1816" "1979-12-21" "969"
"1817" "1979-12-22" "969"
"1818" "1979-12-23" "969"
"1819" "1979-12-24" "969"
"1820" "1979-12-25" "969"
"1821" "1979-12-26" "970"
"1822" "1979-12-27" "970"
"1823" "1979-12-28" "970"
"1824" "1979-12-29" "970"
"1825" "1979-12-30" "970"
"1826" "1979-12-31" "970"
"1827" "1980-01-01" "970"
"1828" "1980-01-02" "970"
"1829" "1980-01-03" "971"
"1830" "1980-01-04" "971"
"1831" "1980-01-05" "971"
"1832" "1980-01-06" "971"
"1833" "1980-01-07" "978"
"1834" "1980-01-08" "1005"
"1835" "1980-01-09" "1022"
"1836" "1980-01-10" "1024"
"1837" "1980-01-11" "1025"
"1838" "1980-01-12" "1042"
"1839" "1980-01-13" "1042"
"1840" "1980-01-14" "1059"
"1841" "1980-01-15" "1053"
"1842" "1980-01-16" "1040"
"1843" "1980-01-17" "1031"
"1844" "1980-01-18" "1034"
"1845" "1980-01-19" "1023"
"1846" "1980-01-20" "1023"
"1847" "1980-01-21" "1012"
"1848" "1980-01-22" "1013"
